id,sentence,is_scientific,confidence,justification,model
a15664b7577957cfe823746f2a9e10c6bad4ee7c,5386-nucleotide_sequence,True,1.000,"The term 'nucleotide sequence' is fundamental to molecular biology and genetics, describing the specific order of nucleotides in a nucleic acid molecule. The numerical prefix quantifies its length, a common practice in scientific data.",gemini-2.5-flash
4548f0c0ade0f561f7f210d477a5bb7a4621b6f1,7s_antibody,True,0.990,"The term 'antibody' is fundamental to immunology and molecular biology. '7s' refers to a sedimentation coefficient, a biophysical property often used to characterize macromolecules like immunoglobulins, making the phrase highly specific to scientific contexts.",gemini-2.5-flash
f5fbe70932c34699dc60f2b7dd290ff80321252a,abdominal_ganglionz,True,0.950,"The core term 'abdominal ganglion' is a specific anatomical structure in biology and neuroscience, clearly indicating a scientific context. The trailing 'z' is likely a misspelling or informal pluralization that does not negate its scientific nature.",gemini-2.5-flash
bece549d9aff80be51d7b5ae9641d736c3a696da,absolute_deviation,True,0.980,Absolute deviation is a specific statistical measure used to quantify the variability or dispersion of data points. It is a core concept in mathematics and data analysis.,gemini-2.5-flash
631944aa7698bbf9cd33cbf2bbec07aa1d0df917,absorb_atom,True,0.980,"The term 'absorb_atom' directly relates to fundamental scientific concepts such as atomic absorption spectroscopy, where atoms absorb specific wavelengths of light. Both 'absorb' and 'atom' are core terms in physics and chemistry.",gemini-2.5-flash
b5cbc6231e451f3f271460465eab6ef89762d074,absorb_serum,True,0.980,"The term 'serum' is a specific biological and medical term. 'Absorb' in this context refers to a scientific process, commonly encountered in laboratory or medical procedures.",gemini-2.5-flash
98b796a7e2df8400a524d101bc4037dda380310a,absorption_band,True,0.980,"This term is fundamental in spectroscopy and physics, referring to a range of wavelengths where electromagnetic radiation is absorbed by a material. It is a core concept in analytical chemistry and materials science.",gemini-2.5-flash
ef0357e370acf611733d5619ff729f520da93ae2,absorption_coefficient,True,1.000,"This term is a specific quantitative measure used in physics, chemistry, and engineering to describe how strongly a substance absorbs light or other radiation. It is fundamental in fields like optics, spectroscopy, and materials science.",gemini-2.5-flash
8513ce264da701690f7b1d5d558a0b7fa15ca72a,absorption_line,True,1.000,"This term is a fundamental concept in spectroscopy, physics, and astronomy, referring to a specific feature in an electromagnetic spectrum. It is central to understanding atomic and molecular energy transitions.",gemini-2.5-flash
64b9a4bb3d9455c0d476a0cc8430f92ba099ba49,absorption_peak,True,0.990,"The term 'absorption peak' is a core concept in spectroscopy, chemistry, and physics, referring to the wavelength or frequency where a substance maximally absorbs electromagnetic radiation. It is exclusively used in scientific and technical contexts.",gemini-2.5-flash
2befe9f2535f13ec07c9e70e24ab6223d68d9ad0,absorption_spectrum,True,1.000,"This term is a fundamental concept in physics, chemistry, and astronomy, specifically within the field of spectroscopy. It describes the unique pattern of light absorbed by a substance, which is a core scientific measurement.",gemini-2.5-flash
edf96701def9c6ef38af379dd06a4e3c8bb98f54,abstract_reaction,True,0.950,"The term 'reaction' is fundamental in chemistry, biology, and physics. 'Abstract' frequently precedes scientific concepts to denote theoretical or generalized forms, such as in 'abstract algebra' or 'abstract data types', making the combination highly indicative of a scientific context.",gemini-2.5-flash
d59d1b6e452626f059888ee3af3a52bac6d73807,abstraction_reaction,True,1.000,"This is a specific term in chemistry, referring to a type of chemical reaction where an atom is removed from a molecule. It is commonly encountered in the study of radical reactions.",gemini-2.5-flash
80977477aa4c9341c4981a03a2c3d5108b096cf9,accelerate_ion,True,0.980,"The term 'ion' is a fundamental concept in chemistry and physics, referring to a charged atom or molecule. 'Accelerate' in this context directly relates to processes in scientific fields such as particle physics or plasma science.",gemini-2.5-flash
b11de2f1d04c56f668661ece2ebb01ebf2f14acd,accelerator_center,True,0.980,"The term 'accelerator' is a fundamental concept in physics and engineering, commonly referring to devices like particle accelerators. When combined with 'center', it denotes a specialized facility dedicated to scientific research or technological development.",gemini-2.5-flash
e9bc4612cdc7b061dc6367846eb4429df963b724,accelerator_tube,True,1.000,"This term refers to a specific component used in particle accelerators, which is a highly specialized concept within physics and engineering. It is unequivocally a scientific and technical term.",gemini-2.5-flash
57535060ce81f6fda8c4632f2b30111631063104,accessible_region,True,0.900,"The term 'accessible region' is frequently used in scientific and technical fields, such as computer science (e.g., memory regions) or biology (e.g., protein regions), to denote areas with specific access characteristics. It implies a technical context rather than general language.",gemini-2.5-flash
9ab3f344c54189736103934f651775e8c955defb,accessory_factor,True,0.980,"The term 'accessory factor' is commonly used in biology, biochemistry, and molecular biology to describe molecules that assist the function of primary enzymes or complexes. It denotes a specific technical role within scientific systems.",gemini-2.5-flash
d8cd573f30d60b7a5c8594fb034fa9016bc1d2f2,accompany_bleaching,True,0.900,"The term 'bleaching' is central to various scientific fields such as chemistry, biology (e.g., coral bleaching), and environmental science. When combined with 'accompany', it describes a scientific process or observed phenomenon.",gemini-2.5-flash
e8b8c1a4bc8c6ca7023ed5adacede8cbd84eaafa,accordingly_raise,False,0.900,"The phrase 'accordingly_raise' consists of common English words that describe a logical consequence or action. It does not represent a specific scientific concept, technical term, or specialized academic jargon.",gemini-2.5-flash
77d79ed840d1e807f1f2ac1299715889a65e4ed3,acetic_acid,True,0.990,"Acetic acid is a specific chemical compound, a fundamental term in chemistry and biochemistry. Its usage is primarily within scientific, technical, and academic contexts.",gemini-2.5-flash
5e7f487c6f8f464224d0fb9634a800a8f0d9bb5b,acetylamino_sugar,True,0.990,"This term is a specific biochemical compound class, combining a chemical functional group ('acetylamino') with 'sugar'. Its usage is exclusive to scientific and academic disciplines like chemistry and biology.",gemini-2.5-flash
024bc899a4b3fd0d3ad9181c5df06e7aeefffcd8,acetylcholine-activated_channel,True,1.000,"The term describes a specific biological structure, an ion channel, whose activity is regulated by the neurotransmitter acetylcholine. This is a highly precise technical concept central to neuroscience, pharmacology, and molecular biology.",gemini-2.5-flash
999216bec9dcf5d51296737344ee68fb8dd5219d,ach-induced_vasodilation,True,1.000,"The term combines specific biological and medical concepts: 'ACH' (Acetylcholine) and 'vasodilation' (widening of blood vessels). It describes a physiological process, making it unequivocally scientific.",gemini-2.5-flash
af16efca8440b7f5bef56b7efba5b334c8ad3b3b,acid-insoluble_compound,True,0.980,The term 'acid-insoluble compound' uses precise chemical terminology to describe a substance based on its chemical properties. Both 'acid-insoluble' and 'compound' are fundamental concepts in chemistry and materials science.,gemini-2.5-flash
ae60bfedfb7b7dc46138915d8043757274115cc6,acid-soluble_material,True,0.980,"The term describes a specific chemical property, solubility in acid, which is fundamental in chemistry and materials science. It is commonly used in laboratory analysis and research contexts.",gemini-2.5-flash
30148f95862b614eeb4894f9c0a729c0ad6cb653,acid_chromatography,True,1.000,Both 'acid' and 'chromatography' are core terms in chemistry. Their combination directly refers to a scientific analytical technique or concept.,gemini-2.5-flash
a39f39f0573a74ca060375d2ebd37d0baa1450f5,free_skin,False,0.900,The term 'free_skin' does not appear to be a standard scientific or medical term. It is more likely to be used in a general or colloquial context.,gemini-2.5-flash-lite
631851cb10252c900b0c55a5928b8d3ebc3ddb07,gate_scaler,True,0.950,The term 'gate_scaler' refers to a component used in electronics and physics for counting events within a specific time window. This is a common concept in scientific instrumentation and data acquisition.,gemini-2.5-flash-lite
29fefc66734f8d85e4f6955be5d85710832af41c,gene_code,True,0.950,"The term 'gene_code' directly relates to genetics and molecular biology, specifically the sequence of nucleotides that determines the sequence of amino acids in a protein. This is a fundamental concept in biological sciences.",gemini-2.5-flash-lite
34f950db659476d0600e70a8236cfe37202f7182,i_shall,False,0.900,"The phrase 'i_shall' is a personal pronoun and a modal verb, indicating intent or future action. It does not contain any scientific terminology or concepts.",gemini-2.5-flash-lite
6b10ab03399d2370f2510f6b152950aba589a70d,i_trust,False,0.950,The phrase 'i_trust' expresses a personal belief or feeling. It does not contain any scientific terminology or concepts.,gemini-2.5-flash-lite
3d06ce29b19cc86ca297581620c091395049c7a8,i_write,False,0.900,The phrase 'i_write' is a common personal statement and does not contain any scientific terminology or concepts. It is a general expression of an action.,gemini-2.5-flash-lite
